id,unit,word_number,kanji,kana,romaji,meaning_en,meaning_vi,han_viet
13-1,13,1,遊びます,あそびます,asobimasu,"enjoy oneself, play",chơi,Du
13-2,13,2,泳ぎます,およぎます,oyogimasu,swim,bơi,Vịnh
13-3,13,3,迎えます,むかえます,mukaemasu,"go to meet, welcome",đón,Ngênh
13-4,13,4,疲れます,つかれます,tsukaremasu,"get tired (when expressing the condition of being tired, つかれました is used)",mệt,Bí
13-5,13,5,結婚します,けっこんします,kekkonshimasu,"marry, get married",kết hôn,Kết - Hôn
13-6,13,6,買い物します,かいものします,kaimonoshimasu,do shopping,"mua sắm, mua hàng",Mãi - Vật
13-7,13,7,食事します,しょくじします,shokujishimasu,"have a meal, dine","ăn cơm, dùng bữa",Thực - Sự
13-8,13,8,散歩します［公園を～］,さんぽします［こうえんを～］,sanposhimasu [kōenwo~],take a walk [in a park],,
13-9,13,9,大変［な］,たいへん［な］,taihen [na],"hard, tough, severe, awful",,
13-10,13,10,欲しい,ほしい,hoshii,want (something),muốn,Dục
13-11,13,11,広い,ひろい,hiroi,"wide, spacious",rộng,Quảng
13-12,13,12,狭い,せまい,semai,"narrow, small (room, etc.)","chật, hẹp",Hiệp
13-13,13,13,,プール,pūru,swimming pool,,
13-14,13,14,川,かわ,kawa,river,sông,Xuyên
13-15,13,15,美術,びじゅつ,bijutsu,fine arts,mỹ thuật,Mĩ - Thuật
13-16,13,16,釣り,つり,tsuri,"fishing (～を します : fish, angle)",câu cá,Điếu
13-17,13,17,,スキー,sukii,skiing (～を します : ski),,
13-18,13,18,週末,しゅうまつ,shūmatsu,weekend,cuối tuần,Chu - Mạt
13-19,13,19,［お］正月,［お］しょうがつ,[o] shōgatsu,New Year's Day,,
13-20,13,20,,～ごろ,~goro,about ～ (time),,
13-21,13,21,何か,なにか,nanika,something,cái gì đó,Hà
13-22,13,22,,どこか,dokoka,"somewhere, some place",,
13-23,13,23,,のどが かわきます,nodoga kawakimasu,"get thirsty (when expressing the condition of being thirsty, のどが かわきました is used)",,
13-24,13,24,,おなかが すきます,onakaga sukimasu,"get hungry (when expressing the condition of being hungry, おなかが すきました is used)",,
13-25,13,25,,そう しましょう。,sō shimashou.,Let's do that. (used when agreeing with someone's suggestion),,
13-26,13,26,ご注文は？,ごちゅうもんは？,gochūmonwa?,May I take your order?,,
13-27,13,27,定食,ていしょく,teishoku,"set meal, table d'hôte","cơm suất, cơm phần",Thực - Định
13-28,13,28,牛どん,ぎゅうどん,gyuudon,bowl of rice topped with beef,cơm thịt bò,Ngưu - Tỉnh
13-29,13,29,［少々］お待ち ください。,［しょうしょう］おまち ください。,[shōshō] omachi kudasai.,Please wait [a moment].,,
13-30,13,30,別々に,べつべつに,betsubetsuni,separately,"riêng, riêng ra",Biệt
13-31,13,31,,アキックス,akikkusu,a fictitious company,,
13-32,13,32,,おはようテレビ,ohayōterebi,a fictitious TV programme,,
13-33,13,33,出します［手紙を～］,だします［てがみを～］,dashimasu [tegamiwo~],send [a letter],,
13-34,13,34,入ります［喫茶店に～］,はいります［きっさてんに～］,hairimasu [kissatenni~],enter [a coffee shop],,
13-35,13,35,出ます［喫茶店を～］,でます［きっさてんを～］,demasu [kissatenwo~],go out [of a coffee shop],,
13-36,13,36,寂しい,さびしい,sabishii,lonely,"buồn, cô đơn",Tịch
13-37,13,37,市役所,しやくしょ,shiyakusho,"municipal office, city hall",tòa thị chính,Thị - Dịch - Sở
13-38,13,38,経済,けいざい,keizai,economy,kinh tế,Kinh - Tế
13-39,13,39,会議,かいぎ,kaigi,"meeting, conference (～を します : hold a conference)",cuộc họp,Hội - Nghị
13-40,13,40,登録,とうろく,tōroku,registration (～を します : register),,
13-41,13,41,,おなかが いっぱいです。,onakaga ippaidesu.,(I'm) full.,,
13-42,13,42,,そうですね。,sōdesune.,I agree with you.,,
13-43,13,43,,ロシア,roshia,Russia,,
13-44,13,44,,つるや,tsuruya,fictitious Japanese restaurant,,
